,timedelta
5491,60
5493,22
5494,41
5495,29
5497,38
5500,10
5501,46
5502,32
5503,5
5504,42
5510,9
5511,29
5513,1
5515,51
5517,10
5519,15
5520,52
5524,56
5525,14
5527,17
5533,33
5534,28
5537,9
5539,20
5545,11
5547,22
5551,3
5552,39
5554,30
5555,16
5557,2
5563,32
5568,13
5569,9
5572,23
5575,32
5576,47
5578,30
5585,17
5588,26
5589,46
5593,57
5596,31
5597,40
5598,23
5601,48
5602,27
5608,26
5609,1
5613,22
5614,41
5619,33
5623,5
5624,29
5630,23
5633,56
5635,5
5637,28
5639,47
5641,1
5644,5
5646,29
5647,17
5648,30
5650,25
5651,0
5652,9
5656,58
5657,42
5660,5
5662,43
5664,13
5666,18
5669,51
5671,13
5675,15
5678,38
5679,43
5681,30
5684,11
5685,49
5689,55
5690,33
5691,60
5692,1
5693,21
5698,42
5700,3
5701,33
5702,1
5704,34
5705,17
5708,37
5711,38
5713,49
5715,35
5717,20
5718,25
5722,43
5723,54
5724,54
5726,23
5728,39
5730,8
5735,5
5737,17
5739,27
5741,51
5742,38
5744,13
5745,43
5750,11
5752,49
5753,28
5754,16
5759,54
5760,15
5761,53
5764,27
5769,11
5770,7
5772,60
5773,26
5776,18
5778,8
5779,51
5785,20
5787,31
5789,54
5790,5
5799,35
5801,9
5803,5
5807,52
5808,16
5809,22
5818,52
5825,37
5826,29
5827,50
5828,16
5830,53
5831,25
5838,6
5839,41
5840,36
5841,7
5842,32
5846,56
5847,18
5848,19
5849,0
5852,7
5854,8
5855,15
5863,49
5865,22
5866,47
5868,5
5871,34
5874,27
5876,4
5878,45
5879,24
5881,48
5882,46
5883,38
5889,0
5891,57
5892,40
5895,1
5896,34
5897,31
5900,7
5902,7
5905,3
5907,21
5910,31
5913,54
5919,7
5921,8
5923,41
5924,48
5925,22
5926,12
5928,60
5931,46
5936,21
5937,13
5939,46
5941,11
5943,60
5949,4
5951,5
5952,10
5953,3
5954,22
5955,33
5958,10
5959,49
5962,26
5964,17
5965,33
5968,53
5970,162
5976,29
5977,36
5982,33
5983,27
5985,59
5989,55
5990,23
5991,21
5993,4
6000,16
6004,49
6005,25
6009,50
6011,26
6014,16
6020,107
6021,24
6024,60
6029,32
6031,6
6033,7
6035,53
6037,8
6038,57
6042,7
6048,44
6049,15
6050,26
6054,36
6055,25
6059,51
6061,57
6068,8
6070,1
6072,22
6075,20
6077,22
6078,60
6079,16
6081,11
6082,10
6084,10
6094,50
6098,53
6100,27
6101,45
6105,34
6114,4
6116,13
6121,41
6123,3
6128,4
6130,40
6131,14
6135,2
6137,14
6138,23
6140,48
6141,9
6145,28
6147,47
6149,13
6151,23
6154,23
6156,41
6159,42
6160,28
6163,28
6164,22
6165,25
6168,14
6170,33
6172,11
6173,42
6174,40
6175,0
6179,26
6181,32
6183,60
6185,28
6188,22
6193,21
6197,58
6198,46
6200,28
6201,7
6202,33
6203,46
6211,18
6214,4
6215,27
6216,40
6218,7
6219,1
6220,27
6221,25
6223,2
6226,32
6230,41
6231,44
6232,6
6233,1
6235,4
6236,5
6237,40
6238,15
6241,17
6246,11
6247,35
6250,9
6252,24
6253,21
6254,4
6259,34
6260,44
6261,22
6264,30
6266,50
6267,50
6268,29
6274,39
6277,0
6282,3
6283,44
6286,20
6287,28
6290,46
6292,2
6294,12
6300,59
6303,17
6304,5
6305,12
6306,27
6308,22
6309,21
6314,7
6316,5
6320,41
6321,1
6322,20
6323,20
6324,3
6325,42
6327,35
6329,1
6331,21
6335,43
6336,11
6337,52
6339,34
6341,60
6345,21
6347,19
6348,35
6350,57
6351,38
6352,30
6357,29
6359,26
6360,14
6361,39
6363,13
6364,29
6367,33
6368,10
6369,15
6370,18
6371,58
6374,42
6375,0
6377,3
6378,40
6380,40
6382,7
6383,31
6385,8
6386,22
6387,25
6389,14
6397,19
6398,56
6399,49
6401,47
6403,57
6407,38
6414,5
6418,46
6419,56
6420,36
6421,1
6423,17
6424,49
6426,52
6427,2
6430,18
6431,37
6434,15
6435,1
6436,58
6437,24
6439,11
6440,31
6441,14
6443,20
6446,53
6449,57
6455,10
6456,46
6457,3
6458,54
6459,32
6462,8
6464,16
6466,31
6469,52
6470,5
6471,10
6472,19
6475,10
6476,4
6479,31
6480,50
6482,44
6483,28
6489,44
6492,26
6495,6
6496,44
6499,38
6501,54
6507,38
6509,19
6510,7
6512,44
6516,42
6517,23
6518,8
6519,1
6521,11
6522,23
6524,31
6529,20
6533,1
6539,4
6540,41
6541,37
6546,35
6548,38
6549,51
6553,29
6554,44
6555,33
6558,33
6559,47
6560,38
6563,1
6564,49
6565,9
6568,26
6569,20
6570,8
6577,45
6579,29
6581,37
6584,9
6586,41
6587,37
6588,15
6589,10
6590,6
6592,47
6593,25
6594,50
6595,30
6596,29
6599,43
6604,10
6607,0
6609,45
6610,11
6611,26
6614,14
6617,16
6618,37
6619,38
6622,43
6624,46
6625,1
6628,42
6629,23
6631,26
6633,25
6636,57
6639,41
6644,43
6645,39
6648,35
6654,21
6656,32
6658,53
6659,41
6660,8
6663,47
6665,13
6669,51
6670,15
6673,50
6678,11
6684,46
6685,7
6686,14
6688,31
6689,60
6692,35
6696,32
6697,27
6700,5
6701,29
6703,16
6705,18
6708,53
6709,36
6710,20
6711,43
6713,20
6714,13
6717,22
6718,58
6719,45
6720,16
6721,58
6722,21
6726,51
6728,35
6732,13
6734,2
6737,59
6738,20
6739,14
6740,42
6741,4
6742,48
6743,9
6749,21
6750,20
6752,35
6754,54
6755,23
6757,29
6759,37
6761,30
6764,53
6766,46
6767,50
6769,50
6770,21
6771,26
6773,21
6775,22
6780,5
6781,30
6785,29
6787,23
6789,13
6790,6
6793,21
6802,0
6804,1
6805,28
6806,17
6809,14
6813,24
6814,21
6816,39
6818,6
6819,4
6820,22
6821,12
6822,56
6823,16
6824,30
6825,35
6834,51
6842,22
6844,57
6846,35
6847,42
6850,0
6852,56
6855,25
6857,45
6860,39
6867,24
6871,17
6873,23
6874,29
6875,26
6876,10
6877,44
6878,52
6879,38
6883,13
6886,13
6887,36
6889,57
6890,30
6891,17
6893,32
6896,25
6897,31
6899,59
6901,47
6902,45
6903,6
6904,26
6905,27
6906,12
6909,13
6910,50
6915,23
6917,43
6921,12
6922,60
6924,1
6925,2
6928,9
6929,14
6932,42
6933,16
6934,11
6940,47
6941,42
6943,16
6946,32
6947,14
6948,13
6950,23
6951,33
6955,38
6958,26
6959,30
6960,38
6964,16
6965,41
6968,8
6971,46
6972,50
6974,10
6976,41
6980,35
6981,59
6982,46
6983,3
6987,24
6988,34
6992,4
6993,29
6994,28
6995,13
6996,43
6997,37
6998,4
6999,3
7006,4
7009,11
7015,57
7017,14
7019,1
7024,38
7026,44
7027,20
7028,51
7029,59
7031,13
7034,3
7036,41
7037,36
7039,45
7040,19
7042,28
7043,27
7046,12
7047,13
7048,26
7050,19
7052,57
7053,59
7058,15
7059,0
7060,2
7062,54
7064,52
7065,8
7067,13
7068,52
7069,9
7070,22
7071,15
7072,30
7073,51
7077,14
7078,38
7080,23
7082,9
7087,39
7088,24
7091,12
7097,22
7099,27
7102,13
7106,29
7107,3
7110,54
7111,33
7114,60
7115,46
7117,35
7120,55
7122,55
7123,47
7124,13
7125,53
7126,41
7127,35
7129,7
7130,35
7131,5
7132,26
7133,16
7137,1
7138,2
7139,19
7143,7
7144,9
7145,28
7148,13
7150,7
7153,15
7154,22
7157,7
7159,27
7162,17
7163,41
7166,16
7167,43
7169,14
7171,19
7177,60
7178,55
7179,43
7181,12
7182,22
7185,13
7187,8
7188,6
7189,39
7191,59
7193,25
7194,44
7195,9
7196,48
7197,43
7198,44
7199,11
7200,59
7203,16
7207,16
7209,33
7211,21
7212,0
7214,23
7215,5
7219,24
7222,33
7223,21
7227,9
7229,23
7235,11
7236,6
7237,51
7238,49
7239,8
7241,33
7242,53
7245,18
7248,45
7250,0
7257,26
7260,7
7261,11
7262,58
7263,37
7264,19
7266,21
7268,46
7270,44
7272,28
7273,39
7275,4
7276,20
7279,1
7280,4
7287,23
7289,10
7290,25
7291,17
7292,10
7294,2
7295,45
7297,12
7299,17
7300,23
7302,11
7303,46
7304,53
7305,28
7306,36
7307,4
7308,56
7309,44
7311,31
7312,44
7313,29
7315,30
7318,15
7320,42
7321,56
7322,1
7323,6
7326,19
7328,9
7329,50
7330,18
7331,2
7332,13
7334,12
7335,20
7337,19
7338,4
7339,2
7340,52
7342,46
7343,18
7347,33
7348,53
7351,23
7352,55
7354,46
7360,40
7361,50
7362,43
7364,57
7365,7
7369,24
7371,44
7377,40
7378,26
7380,50
7382,2
7383,14
7388,18
7389,39
7390,24
7395,15
7396,19
7397,1
7398,36
7399,29
7403,41
7406,24
7407,36
7408,15
7410,30
7411,24
7414,52
7416,15
7417,3
7423,42
7424,14
7427,47
7431,12
7434,1
7435,49
7437,13
7438,10
7439,53
7440,6
7441,30
7445,47
7447,18
7450,6
7451,28
7454,2
7463,55
7464,34
7466,16
7467,15
7469,16
7471,33
7472,6
7476,10
7478,36
7479,25
7481,12
7483,53
7484,27
7485,45
7488,7
7489,15
7491,2
7492,8
7493,53
7494,5
7495,19
7496,49
7502,43
7503,40
7505,29
7506,2
7509,25
7511,12
7512,8
7513,11
7514,22
7515,49
7516,37
7518,52
7519,8
7521,29
7522,7
7523,14
7524,22
7526,54
7527,16
7528,26
7529,10
7532,42
7534,24
7536,22
7538,53
7539,28
7544,6
7545,24
7546,21
7548,31
7549,29
7551,33
7552,46
7553,33
7556,19
7559,38
7560,24
7561,41
7563,47
7564,55
7565,26
7570,16
7572,33
7573,19
7574,4
7575,10
7580,10
7582,42
7583,18
7584,8
7589,26
7590,27
7593,25
7594,43
7596,22
7597,58
7598,49
7602,37
7603,8
7604,46
7605,18
7606,52
7607,5
7610,34
7611,29
7613,29
7614,32
7615,44
7616,12
7618,26
7619,16
7620,39
7623,27
7625,4
7626,34
7627,13
7628,54
7629,41
7637,22
7639,36
7641,40
7643,13
7645,29
7647,33
7648,25
7653,52
7656,22
7657,2
7665,45
7666,26
7667,32
7672,34
7673,23
7674,6
7675,14
7676,40
7677,12
7678,2
7679,18
7688,7
7689,19
7690,13
7695,8
7696,13
7697,10
7699,20
7701,8
7703,10
7705,56
7707,24
7709,55
7710,56
7712,4
7714,56
7716,3
7717,55
7720,6
7721,11
7725,15
7727,25
7729,25
7730,18
7731,1
7732,57
7733,27
7734,8
7735,8
7738,60
7739,34
7740,3
7743,6
7744,23
7748,24
7749,16
7755,23
7756,10
7757,1
7758,26
7760,15
7762,15
7763,22
7770,47
7773,52
7774,41
7775,54
7776,6
7777,3
7778,13
7779,26
7780,2
7783,56
7784,16
7785,32
7786,17
7787,58
7788,36
7790,11
7797,44
7798,36
7800,41
7802,16
7803,11
7804,40
7805,1
7807,43
7808,38
7809,36
7810,60
7811,58
7813,32
7815,2
7816,37
7817,21
7818,27
7819,13
7820,25
7822,2
7823,1
7825,53
7826,35
7827,35
7830,6
7832,39
7833,1
7835,21
7836,52
7838,43
7841,2
7843,27
7844,3
7845,42
7846,23
7847,49
7848,34
7850,31
7851,13
7855,28
7857,46
7858,25
7860,19
7862,53
7863,0
7864,4
7865,15
7867,11
7868,36
7872,51
7873,14
7876,2
7877,54
7878,22
7879,6
7880,46
7881,42
7882,32
7883,9
7889,7
7890,23
7891,56
7900,20
7903,54
7905,57
7906,20
7907,47
7908,4
7909,26
7911,16
7914,12
7915,25
7916,34
7917,16
7920,39
7929,55
7931,53
7937,23
7939,5
7940,50
7942,3
7943,22
7944,29
7945,22
7949,32
7951,44
7954,20
7955,23
7957,57
7960,7
7962,43
7963,48
7964,1
7966,55
7967,5
7969,46
7970,39
7971,8
7972,5
7973,36
7974,45
7981,8
7987,53
7989,0
7991,38
7994,55
7996,6
7998,44
8000,1
8003,29
8004,15
8007,26
8008,47
8012,6
8015,12
8019,1
8023,0
8024,60
8025,20
8026,16
8030,10
8031,18
8033,19
8034,29
8036,17
8037,53
8038,24
8042,28
8043,56
8046,60
8048,44
8053,24
8057,30
8061,52
8062,28
8064,29
8065,2
8066,10
8069,45
8072,13
8076,34
8079,55
8084,3
8085,34
8086,24
8091,24
8096,48
8097,34
8098,45
8099,29
8100,33
8102,4
8103,49
8106,9
8107,55
8110,12
8111,16
8112,45
8113,19
8114,49
8115,55
8116,8
8118,27
8119,8
8120,25
8121,34
8122,40
8124,8
8126,27
8128,5
8133,43
8134,43
8135,28
8136,27
8137,8
8138,24
8139,52
8140,19
8143,29
8148,49
8149,16
8153,51
8157,47
8158,5
8159,43
8160,13
8161,37
8162,7
8164,41
8166,34
8167,2
8171,16
8172,32
8174,6
8175,21
8176,59
8183,4
8186,50
8188,4
8189,6
8191,18
8194,48
8195,16
8196,5
8197,36
8198,57
8200,29
8201,60
8205,48
8206,27
8208,6
8211,30
8213,18
8214,4
8215,57
8219,4
8220,38
8221,43
8222,33
8223,14
8227,1
8228,54
8231,10
8232,35
8234,6
8238,7
8244,50
8246,42
8248,15
8249,12
8255,47
8257,0
8260,23
8264,21
8266,7
8267,39
8268,44
8269,45
8271,0
8275,43
8279,52
8281,5
8282,2
8283,39
8287,51
8288,28
8289,19
8291,11
8292,26
8298,7
8299,11
8300,20
8301,18
8304,5
8306,4
8307,47
8308,28
8309,59
8311,19
8312,3
8315,1
8318,49
8319,12
8321,7
8322,20
8324,24
8327,16
8328,3
8329,5
8332,33
8335,43
8336,47
8337,7
8340,23
8342,37
8343,26
8344,23
8347,1
8349,54
8351,55
8353,40
8354,6
8355,43
8356,29
8357,39
8359,50
8360,50
8362,15
8363,60
8367,54
8369,26
8371,17
8372,17
8379,47
8382,44
8384,27
8388,24
8390,5
8391,10
8392,1
8393,15
8394,1
8397,54
8404,15
8406,8
8407,5
8410,39
8412,30
8413,54
8418,37
8419,6
8421,57
8426,24
8427,28
8432,38
8437,20
8439,1
8443,60
8449,54
8452,25
8453,14
8462,4
8463,12
8464,34
8466,49
8468,57
8470,9
8472,14
8473,8
8474,25
8475,6
8476,2
8477,14
8483,28
8485,29
8486,3
8487,45
8488,29
8489,9
8490,9
8491,26
8492,50
8497,13
8498,13
8500,22
8502,20
8504,31
8506,56
8510,12
8515,34
8516,23
8517,53
8518,40
8524,58
8525,25
8526,30
8527,38
8532,34
8533,45
8535,9
8536,8
8541,34
8545,12
8546,20
8549,11
8550,10
8554,59
8555,48
8558,32
8559,20
8560,50
8562,32
8564,22
8565,32
8568,12
8569,30
8570,12
8571,4
8572,22
8574,2
8578,28
8579,50
8582,43
8583,51
8585,58
8587,5
8589,18
8590,22
8591,15
8595,8
8599,55
8600,45
8601,3
8604,48
8610,6
8613,30
8614,19
8616,45
8618,49
8619,50
8620,32
8621,40
8622,26
8623,30
8628,12
8630,5
8633,5
8634,38
8637,51
8638,4
8641,19
8642,23
8645,13
8646,44
8651,44
8653,43
8655,31
8657,59
8660,20
8661,8
8662,24
8663,39
8664,38
8665,12
8674,16
8675,5
8677,52
8679,56
8680,12
8682,25
8684,5
8686,5
8687,1
8688,19
8689,13
8690,19
8693,14
8694,19
8695,16
8697,3
8698,9
8700,22
8703,53
8704,20
8706,1
8707,27
8710,26
8711,13
8713,4
8716,48
8717,38
8721,43
8723,40
8725,33
8726,55
8731,22
8732,9
8733,32
8735,20
8737,17
8738,25
8742,28
8744,33
8746,19
8747,35
8749,1
8751,22
8752,13
8758,40
8761,7
8766,1
8767,9
8769,21
8771,27
8772,47
8776,42
8777,3
8780,23
8786,8
8788,35
8790,28
8791,58
8792,27
8794,22
8795,34
8798,3
8800,5
8801,21
8802,8
8803,23
8804,8
8808,60
8809,30
8810,3
8811,31
8812,17
8816,12
8819,5
8822,12
8825,31
8828,58
8829,31
8834,47
8841,12
8842,35
8843,42
8848,32
8849,11
8852,10
8854,24
8855,37
8859,35
8860,48
8861,1
8862,35
8863,32
8864,15
8865,48
8866,57
8872,55
8875,3
8878,36
8880,50
8882,28
8887,1
8888,29
8889,18
8890,51
8897,28
8898,18
8899,22
8902,30
8903,37
8906,58
8908,35
8910,22
8912,5
8913,10
8916,34
8917,8
8918,38
8922,51
8923,39
8928,8
8929,12
8930,23
8932,42
8935,30
8936,34
8937,14
8939,34
8940,28
8941,36
8943,15
8944,21
8948,56
8950,45
8954,51
8955,29
8959,35
8960,43
8961,60
8965,29
8966,41
8967,20
8969,59
8970,37
8977,17
8981,46
8987,20
8990,1
8991,7
8995,37
8996,15
8997,10
9004,32
9007,45
9009,36
9010,3
9012,54
9013,40
9015,15
9017,9
9018,45
9020,30
9021,25
9023,6
9024,28
9028,16
9033,17
9038,36
9039,4
9040,29
9042,35
9043,56
9044,22
9045,10
9047,39
9051,11
9052,43
9053,48
9054,34
9055,1
9056,11
9057,28
9063,13
9064,12
9065,38
9066,29
9072,60
9074,17
9076,33
9082,55
9083,12
9089,23
9091,14
9093,6
9096,22
9097,10
9100,12
9101,15
9102,38
9103,43
9105,6
9106,39
9107,6
9108,3
9109,13
9110,15
9111,37
9112,22
9116,35
9118,34
9119,1
9122,35
9123,16
9125,0
9126,20
9129,26
9133,32
9136,40
9139,25
9142,23
9143,19
9145,32
9146,7
9147,32
9150,26
9152,4
9156,36
9158,4
9159,17
9163,1
9164,29
9165,6
9167,32
9169,40
9174,14
9175,24
9176,30
9179,21
9180,42
9181,17
9184,59
9186,53
9187,12
9188,43
9189,14
9190,9
9192,22
9193,50
9194,27
9196,11
9201,56
9202,27
9203,45
9204,53
9206,44
9208,57
9210,15
9213,36
9214,52
9215,44
9217,39
9219,24
9220,11
9221,29
9223,31
9225,6
9226,4
9228,51
9229,2
9230,50
9234,28
9235,8
9239,25
9241,36
9247,57
9248,11
9251,52
9255,33
9256,57
9258,44
9259,9
9267,42
9269,10
9271,36
9274,55
9276,48
9278,14
9284,27
9285,49
9286,41
9289,54
9290,12
9293,12
9295,11
9296,56
9299,38
9302,4
9306,4
9309,3
9310,4
9311,24
9313,3
9318,29
9322,0
9325,5
9328,15
9330,59
9332,25
9333,36
9334,23
9336,9
9337,7
9341,35
9342,43
9343,15
9344,28
9345,29
9346,26
9347,25
9350,43
9354,35
9355,18
9358,11
9360,60
9363,0
9365,50
9366,10
9367,29
9368,3
9370,24
9371,28
9372,14
9378,14
9380,5
9383,17
9385,52
9387,25
9388,1
9390,35
9394,32
9397,54
9398,33
9399,6
9405,24
9407,32
9408,25
9409,60
9412,32
9413,56
9414,37
9416,16
9417,30
9419,50
9420,4
9424,24
9425,6
9428,11
9429,17
9431,26
9434,32
9435,46
9436,18
9437,13
9441,24
9444,11
9447,10
9450,23
9451,60
9454,21
9455,2
9458,31
9459,13
9461,8
9462,60
9463,9
9467,21
9468,12
9472,50
9477,0
9479,52
9480,45
9484,32
9485,56
9486,14
9489,3
9491,34
9493,5
9495,7
9496,33
9497,37
9500,27
9506,11
9508,36
9512,34
9513,45
9515,50
9516,21
9520,35
9522,21
9527,20
9530,48
9531,3
9532,42
9534,32
9535,54
9537,57
9539,19
9540,47
9542,24
9543,59
9544,6
9546,2
9548,2
9549,9
9550,25
9558,28
9559,31
9560,47
9561,16
9562,28
9565,49
9566,56
9569,32
9570,35
9571,13
9572,46
9575,45
9577,2
9580,0
9581,5
9583,5
9589,47
9591,12
9592,5
9594,7
9596,7
9599,45
9600,17
9601,52
9602,14
9604,33
9606,50
9608,2
9610,54
9612,20
9614,5
9617,45
9618,30
9619,30
9620,7
9621,22
9622,8
9623,16
9624,16
9630,37
9636,16
9640,3
9641,35
9647,13
9648,6
9649,5
9650,8
9651,1
9653,49
9655,41
9656,25
9663,21
9673,57
9676,37
9678,16
9679,49
9681,0
9684,18
9685,15
9687,22
9688,7
9692,57
9694,20
9700,16
9701,37
9702,10
9704,28
9705,2
9708,17
9710,51
9711,21
9712,34
9713,28
9714,34
9715,41
9716,44
9717,56
9719,57
9722,10
9724,30
9725,40
9726,7
9729,2
9733,25
9734,30
9735,6
9737,44
9738,17
9739,4
9740,55
9741,9
9742,26
9745,54
9747,38
9749,11
9750,20
9752,53
9756,7
9758,54
9759,1
9762,51
9763,39
9767,35
9768,24
9770,30
9772,13
9773,4
9774,5
9778,55
9780,47
9781,27
9783,16
9785,49
9788,25
9792,31
9794,35
9795,2
9797,56
9799,1
9803,39
9806,26
9807,24
9808,58
9809,56
9816,11
9817,5
9820,28
9821,16
9822,2
9825,22
9826,26
9827,31
9828,2
9831,4
9832,55
9834,37
9835,58
9836,20
9837,51
9843,43
9846,41
9849,8
9854,6
9856,41
9859,29
9860,30
9863,19
9864,35
9865,28
9866,60
9868,40
9869,15
9870,13
9873,39
9878,6
9881,25
9882,36
9883,44
9884,20
9889,31
9890,20
9897,38
9898,11
9899,22
9902,21
9903,60
9904,56
9905,4
9906,5
9912,47
9913,10
9914,41
9916,24
9917,14
9918,15
9921,10
9922,11
9923,25
9925,2
9927,8
9931,47
9932,21
9934,7
9936,3
9937,60
9939,49
9940,9
9946,55
9947,32
9950,25
9957,22
9960,13
9962,40
9963,25
9965,9
9967,26
9970,25
9974,22
9976,47
9977,17
9978,5
9982,44
9985,23
9986,12
9987,8
9990,21
9991,36
9993,9
9995,29
9998,34
10001,35
10004,11
10005,47
10009,15
10010,5
10011,8
10012,46
10013,16
10014,32
10016,57
10017,3
10018,45
10019,3
10020,57
10021,12
10022,12
10023,25
10025,44
10027,32
10028,13
10033,13
10034,6
10035,12
10037,18
10038,10
10042,52
10044,34
10045,56
10047,60
10048,48
10050,9
10052,55
10053,38
10056,24
10060,43
10061,0
10066,10
10067,30
10069,46
10074,14
10082,22
10083,5
10087,21
10089,14
10094,9
10096,1
10099,47
10100,22
10101,49
10106,49
10115,20
10116,26
10118,45
10119,3
10121,14
10123,9
10129,11
10130,11
10134,19
10136,40
10137,2
10140,7
10143,51
10145,16
10148,40
10150,17
10154,24
10156,0
10158,10
10159,12
10160,33
10161,34
10162,23
10166,20
10169,48
10170,51
10171,7
10173,12
10174,9
10175,13
10177,41
10178,36
10179,24
10180,37
10181,36
10183,22
10185,55
10187,52
10189,38
10191,1
10193,28
10194,34
10197,32
10202,31
10204,40
10205,59
10206,35
10207,15
10210,60
10212,9
10215,56
10217,38
10219,20
10220,47
10221,12
10222,14
10229,20
10231,41
10234,24
10242,56
10243,59
10244,4
10245,27
10246,40
10248,1
10249,22
10250,19
10253,39
10254,2
10258,18
10259,7
10261,60
10262,59
10265,4
10268,56
10269,39
10271,27
10273,26
10274,3
10277,33
10279,50
10280,30
10283,3
10288,42
10291,57
10292,59
10298,16
10301,11
10303,6
10304,20
10308,27
10309,56
10311,35
10317,57
10318,17
10320,59
10321,16
10324,1
10325,51
10326,9
10330,28
10331,18
10333,3
10335,2
10336,49
10337,6
10338,43
10340,35
10341,47
10342,26
10344,19
10345,17
10348,14
10349,31
10351,56
10355,52
10356,8
10357,1
10358,25
10359,59
10363,259
10364,35
10368,39
10369,17
10370,16
10371,23
10372,33
10378,13
10379,0
10380,5
10381,60
10382,3
10384,45
10393,50
10394,14
10395,57
10399,18
10402,17
10408,1
10409,1
10410,37
10411,28
10412,57
10414,6
10417,59
10418,56
10422,15
10423,10
10425,56
10427,22
10428,8
10433,32
10434,4
10435,1
10439,30
10442,43
10443,18
10448,18
10449,8
10451,11
10454,5
10457,23
10458,3
10459,47
10460,42
10462,14
10464,52
10466,12
10471,5
10473,46
10474,6
10475,1
10479,24
10481,57
10482,22
10486,24
10489,59
10491,34
10494,40
10502,33
10503,2
10505,4
10506,45
10512,2
10515,21
10517,10
10520,46
10521,3
10522,43
10523,46
10526,53
10528,31
10531,2
10535,18
10536,29
10537,14
10539,48
10547,2
10550,20
10551,58
10552,26
10553,5
10554,14
10555,11
10562,39
10563,20
10565,57
10567,36
10568,39
10572,53
10573,51
10574,42
10576,9
10578,36
10579,3
10580,35
10581,27
10582,27
10583,27
10585,16
10589,18
10591,5
10592,22
10594,15
10596,3
10597,17
10598,26
10599,56
10601,8
10602,25
10604,49
10607,44
10608,12
10609,57
10610,21
10612,5
10613,40
10618,10
10621,46
10628,22
10630,44
10631,4
10632,6
10638,8
10639,27
10644,39
10645,52
10646,3
10648,58
10649,14
10651,9
10652,34
10655,16
10657,46
10660,32
10661,43
10662,32
10665,52
10666,17
10673,42
10677,47
10678,43
10680,21
10681,53
10682,3
10683,31
10684,41
10685,22
10689,30
10690,29
10692,14
10696,37
10697,25
10698,8
10701,5
10703,2
10705,6
10706,3
10707,59
10708,45
10711,3
10712,18
10716,8
10718,21
10719,15
10720,3
10725,4
10727,14
10728,39
10730,25
10731,52
10733,23
10735,35
10737,20
10738,59
10740,60
10743,31
10746,48
10747,20
10749,30
10751,19
10752,8
10753,46
10754,49
10756,8
10757,33
10759,53
10764,46
10770,27
10775,47
10776,38
10780,50
10781,29
10784,26
10785,4
10786,59
10790,3
10793,16
10796,20
10798,49
10801,11
10802,53
10805,38
10809,25
10811,3
10813,9
10815,6
10820,24
10823,11
10828,31
10830,22
10832,43
10837,58
10842,18
10844,4
10845,36
10846,44
10848,11
10851,18
10853,40
10854,35
10857,21
10858,7
10859,9
10863,5
10865,47
10866,2
10867,3
10871,10
10875,4
10876,8
10879,4
10882,6
10883,9
10884,5
10887,32
10891,41
10893,10
10899,14
10901,8
10903,53
10904,16
10906,20
10909,49
10911,2
10915,34
10918,30
10919,30
10920,17
10921,27
10923,10
10924,53
10929,36
10934,21
10937,59
10938,31
10941,31
10945,24
10948,36
10949,14
10950,48
10953,17
10954,60
10955,40
10956,44
10958,3
10959,11
10963,30
10964,55
10966,13
10969,38
10970,25
10971,41
10972,45
10973,30
10974,11
10975,1
10976,47
10981,55
10982,49
10983,59
10984,45
10985,47
10986,43
10990,57
10992,56
10993,19
10997,48
10998,16
10999,36
11003,23
11004,46
11006,48
11007,22
11008,5
11010,45
11011,40
11012,20
11016,13
11022,11
11024,34
11025,25
11027,37
11032,23
11033,53
11034,2
11035,26
11043,39
11044,2
11046,54
11049,19
11050,41
11053,13
11057,27
11058,25
11059,31
11060,48
11061,2
11062,5
11064,39
11065,41
11069,5
11071,47
11078,10
11079,9
11080,12
11081,10
11082,50
11084,27
11085,10
11087,39
11090,49
11091,20
11094,25
11096,21
11097,48
11098,27
11099,3
11103,47
11105,3
11108,26
11110,24
11116,3
11121,26
11123,27
11125,15
11126,43
11129,28
11131,25
11140,34
11141,1
11145,21
11147,17
11148,7
11149,29
11152,28
11153,24
11154,48
11156,11
11158,10
11163,3
11164,20
11165,33
11170,42
11172,3
11182,31
11183,1
11184,49
11187,8
11189,53
11191,57
11196,16
11200,29
11204,52
11205,50
11206,42
11209,29
11211,40
11220,32
11225,50
11226,32
11229,18
11233,20
11237,11
11239,56
11240,54
11241,16
11242,53
11247,38
11249,4
11250,25
11251,26
11252,53
11255,52
11256,28
11259,12
11261,3
11263,36
11266,28
11268,26
11271,8
11272,21
11277,39
11278,2
11281,28
11282,41
11286,47
11287,43
11289,13
11290,11
11295,18
11298,57
11299,41
11300,26
11301,34
11303,0
11307,47
11308,47
11309,6
11310,37
11315,41
11317,52
11319,19
11322,48
11324,19
11329,14
11332,29
11333,30
11335,1
11340,33
11341,53
11344,42
11346,47
11350,32
11353,8
11356,6
11357,18
11358,21
11360,38
11361,51
11362,53
11363,19
11365,5
11366,21
11368,44
11371,32
11372,50
11376,24
11378,4
11379,38
11380,39
11384,48
11388,56
11390,0
11391,8
11394,45
11399,17
11400,57
11403,57
11404,60
11405,8
11417,28
11421,60
11433,57
11437,14
11438,43
11440,32
11441,37
11443,7
11446,9
11447,22
11450,58
11452,60
11454,28
11456,18
11460,57
11464,52
11469,9
11471,12
11474,51
11475,4
11482,22
11486,40
11492,23
11493,54
11495,22
11500,5
11512,30
11516,17
11517,2
11518,57
11521,16
11522,43
11523,22
11524,42
11526,51
11527,19
11529,43
11532,7
11533,30
11534,46
11539,12
